 sum | year |                                               instnm                                               
     | 2007 | Savannah College of Art and Design
     | 2008 | Savannah College of Art and Design
     | 2009 | Savannah College of Art and Design
     | 2010 | Savannah College of Art and Design
     | 2011 | Savannah College of Art and Design
   0 | 2012 | Savannah College of Art and Design
     | 2006 | Savannah River College
     | 2007 | Savannah River College
     | 2008 | Savannah School of Massage Therapy
     | 2009 | Savannah School of Massage Therapy
     | 2006 | Savannah State University
     | 2007 | Savannah State University
     | 2008 | Savannah State University
   1 | 2009 | Savannah State University
     | 2010 | Savannah State University
     | 2011 | Savannah State University
   0 | 2012 | Savannah State University
   0 | 2006 | Savannah Technical College
     | 2007 | Savannah Technical College
     | 2008 | Savannah Technical College
     | 2009 | Savannah Technical College
     | 2010 | Savannah Technical College
     | 2011 | Savannah Technical College
   1 | 2012 | Savannah Technical College
     | 2006 | Sawyer College-Hammond
     | 2007 | Sawyer College-Hammond
     | 2006 | Sawyer School
     | 2007 | Sawyer School
     | 2008 | Sawyer School
     | 2009 | Sawyer School
   0 | 2006 | Saybrook Graduate School and Research Center
   0 | 2007 | Saybrook Graduate School and Research Center
   0 | 2008 | Saybrook Graduate School and Research Center
     | 2009 | Saybrook Graduate School and Research Center
   0 | 2010 | Saybrook University
     | 2011 | Saybrook University
     | 2012 | Saybrook University
     | 2006 | Schenectady County Community College
     | 2007 | Schenectady County Community College
     | 2008 | Schenectady County Community College
     | 2009 | Schenectady County Community College
   0 | 2010 | Schenectady County Community College
   0 | 2011 | Schenectady County Community College
   0 | 2012 | Schenectady County Community College
     | 2006 | Schiller International University
     | 2007 | Schiller International University
     | 2008 | Schiller International University
     | 2009 | Schiller International University
     | 2010 | Schiller International University
     | 2011 | Schiller International University
     | 2012 | Schiller International University
     | 2006 | Schilling-Douglas School of Hair Design
     | 2007 | Schilling-Douglas School of Hair Design
     | 2008 | Schilling-Douglas School of Hair Design
     | 2009 | Schilling-Douglas School of Hair Design
     | 2010 | Schilling-Douglas School of Hair Design
     | 2011 | Schilling-Douglas School of Hair Design
     | 2012 | Schilling-Douglas School of Hair Design
     | 2010 | Scholars Cosmetology University
     | 2011 | Scholars Cosmetology University
     | 2012 | Scholars Cosmetology University
     | 2006 | School for International Training
     | 2007 | School for International Training
     | 2008 | School for International Training
     | 2009 | School for International Training
     | 2006 | School of Advertising Art Inc
     | 2007 | School of Advertising Art Inc
     | 2008 | School of Advertising Art Inc
     | 2009 | School of Advertising Art Inc
     | 2010 | School of Advertising Art Inc
     | 2011 | School of Advertising Art Inc
     | 2012 | School of Advertising Art Inc
     | 2006 | School of Automotive Machinists
     | 2007 | School of Automotive Machinists
     | 2008 | School of Automotive Machinists
     | 2009 | School of Automotive Machinists
     | 2010 | School of Automotive Machinists
     | 2011 | School of Automotive Machinists
     | 2012 | School of Automotive Machinists
     | 2006 | School of Communication Arts
     | 2007 | School of Communication Arts
     | 2008 | School of Communication Arts
     | 2009 | School of Communication Arts
     | 2006 | School of Creative Hair Design
     | 2007 | School of Creative Hair Design
     | 2008 | School of Creative Hair Design
     | 2009 | School of Creative Hair Design
     | 2008 | School of Designing Arts
     | 2009 | School of Designing Arts
     | 2006 | School of Health Careers
     | 2007 | School of Health Careers
     | 2006 | School of Nursing at Cuyahoga Valley Career Center
     | 2007 | School of Nursing at Cuyahoga Valley Career Center
     | 2008 | School of Nursing at Cuyahoga Valley Career Center
     | 2009 | School of Nursing at Cuyahoga Valley Career Center
     | 2008 | School of Professional Horticulture at the New York Botanical Garden
     | 2009 | School of Professional Horticulture at the New York Botanical Garden
     | 2010 | School of Professional Horticulture at the New York Botanical Garden
     | 2011 | School of Professional Horticulture at the New York Botanical Garden
     | 2012 | School of Professional Horticulture at the New York Botanical Garden
   0 | 2008 | School of Urban Missions
     | 2009 | School of Urban Missions
   0 | 2006 | School of Visual Arts
     | 2007 | School of Visual Arts
     | 2008 | School of Visual Arts
     | 2009 | School of Visual Arts
     | 2010 | School of Visual Arts
     | 2011 | School of Visual Arts
     | 2012 | School of Visual Arts
   0 | 2006 | School of the Art Institute of Chicago
   0 | 2007 | School of the Art Institute of Chicago
   1 | 2008 | School of the Art Institute of Chicago
   0 | 2009 | School of the Art Institute of Chicago
   0 | 2010 | School of the Art Institute of Chicago
   1 | 2011 | School of the Art Institute of Chicago
   1 | 2012 | School of the Art Institute of Chicago
     | 2006 | School of the Museum of Fine Arts-Boston
     | 2007 | School of the Museum of Fine Arts-Boston
   0 | 2008 | School of the Museum of Fine Arts-Boston
     | 2009 | School of the Museum of Fine Arts-Boston
     | 2010 | School of the Museum of Fine Arts-Boston
     | 2011 | School of the Museum of Fine Arts-Boston
     | 2012 | School of the Museum of Fine Arts-Boston
   0 | 2006 | Schoolcraft College
   0 | 2007 | Schoolcraft College
   0 | 2008 | Schoolcraft College
   0 | 2009 | Schoolcraft College
   0 | 2010 | Schoolcraft College
   0 | 2011 | Schoolcraft College
   0 | 2012 | Schoolcraft College
   1 | 2006 | Schreiner University
   0 | 2007 | Schreiner University
   0 | 2008 | Schreiner University
   1 | 2009 | Schreiner University
   1 | 2010 | Schreiner University
   0 | 2011 | Schreiner University
   2 | 2012 | Schreiner University
     | 2006 | Schuyler-Steuben-Chemung-Tioga-Allegany BOCES
     | 2007 | Schuyler-Steuben-Chemung-Tioga-Allegany BOCES
   0 | 2008 | Schuyler-Steuben-Chemung-Tioga-Allegany BOCES
   0 | 2009 | Schuyler-Steuben-Chemung-Tioga-Allegany BOCES
     | 2010 | Schuyler-Steuben-Chemung-Tioga-Allegany BOCES
     | 2011 | Schuyler-Steuben-Chemung-Tioga-Allegany BOCES
     | 2012 | Schuyler-Steuben-Chemung-Tioga-Allegany BOCES
   0 | 2008 | Schuylkill Health School of Nursing
   0 | 2009 | Schuylkill Health School of Nursing
     | 2008 | Schuylkill Technology Center
     | 2009 | Schuylkill Technology Center
     | 2010 | Schuylkill Technology Center
     | 2011 | Schuylkill Technology Center
     | 2012 | Schuylkill Technology Center
   0 | 2006 | Schuylkill Technology Centers
     | 2007 | Schuylkill Technology Centers
     | 2008 | Scientific Beauty Academy
     | 2009 | Scientific Beauty Academy
     | 2008 | Scioto County Career Technical Center
     | 2009 | Scioto County Career Technical Center
     | 2010 | Scioto County Career Technical Center
     | 2011 | Scioto County Career Technical Center
     | 2012 | Scioto County Career Technical Center
     | 2006 | Scioto County Joint Vocational School District
     | 2007 | Scioto County Joint Vocational School District
     | 2006 | Scot Lewis School-St Paul
     | 2007 | Scot Lewis School-St Paul
     | 2006 | Scot Lewis Schools-Bloomington Campus
     | 2007 | Scot Lewis Schools-Bloomington Campus
     | 2006 | Scot Lewis Schools-Paul Mitchell Partner School
     | 2007 | Scot Lewis Schools-Paul Mitchell Partner School
     | 2008 | Scot Lewis Schools-Paul Mitchell Partner School
     | 2009 | Scot Lewis Schools-Paul Mitchell Partner School
     | 2008 | Scotland Educational Institute
     | 2009 | Scotland Educational Institute
     | 2006 | Scott College of Cosmetology
     | 2007 | Scott College of Cosmetology
     | 2008 | Scott College of Cosmetology
     | 2009 | Scott College of Cosmetology
     | 2010 | Scott College of Cosmetology
     | 2011 | Scott College of Cosmetology
     | 2012 | Scott College of Cosmetology
     | 2006 | Scottsdale Community College
     | 2007 | Scottsdale Community College
   0 | 2008 | Scottsdale Community College
   0 | 2009 | Scottsdale Community College
   0 | 2010 | Scottsdale Community College
   1 | 2011 | Scottsdale Community College
   0 | 2012 | Scottsdale Community College
     | 2006 | Scottsdale Culinary Institute
     | 2007 | Scottsdale Culinary Institute
     | 2008 | Scottsdale Culinary Institute
     | 2009 | Scottsdale Culinary Institute
     | 2006 | Scripps College
     | 2007 | Scripps College
     | 2008 | Scripps College
     | 2009 | Scripps College
     | 2010 | Scripps College
     | 2011 | Scripps College
   3 | 2012 | Scripps College
     | 2006 | Seabury-Western Theological Seminary
     | 2007 | Seabury-Western Theological Seminary
     | 2008 | Seabury-Western Theological Seminary
     | 2009 | Seabury-Western Theological Seminary
     | 2006 | Seacoast Career School-Manchester Campus
     | 2007 | Seacoast Career School-Manchester Campus
     | 2008 | Seacoast Career School-Manchester Campus
     | 2009 | Seacoast Career School-Manchester Campus
     | 2010 | Seacoast Career School-Manchester Campus
     | 2011 | Seacoast Career School-Manchester Campus
     | 2012 | Seacoast Career School-Manchester Campus
     | 2006 | Seacoast Career Schools-Sanford Campus
     | 2007 | Seacoast Career Schools-Sanford Campus
     | 2008 | Seacoast Career Schools-Sanford Campus
     | 2009 | Seacoast Career Schools-Sanford Campus
     | 2010 | Seacoast Career Schools-Sanford Campus
     | 2011 | Seacoast Career Schools-Sanford Campus
     | 2012 | Seacoast Career Schools-Sanford Campus
     | 2006 | Searcy Beauty College Inc
     | 2007 | Searcy Beauty College Inc
     | 2008 | Searcy Beauty College Inc
     | 2009 | Searcy Beauty College Inc
     | 2010 | Searcy Beauty College Inc
     | 2011 | Searcy Beauty College Inc
     | 2012 | Searcy Beauty College Inc
     | 2006 | Seattle Community College-Central Campus
     | 2007 | Seattle Community College-Central Campus
   0 | 2008 | Seattle Community College-Central Campus
     | 2009 | Seattle Community College-Central Campus
     | 2010 | Seattle Community College-Central Campus
   1 | 2011 | Seattle Community College-Central Campus
   0 | 2012 | Seattle Community College-Central Campus
     | 2006 | Seattle Community College-North Campus
     | 2007 | Seattle Community College-North Campus
   0 | 2008 | Seattle Community College-North Campus
   0 | 2009 | Seattle Community College-North Campus
   0 | 2010 | Seattle Community College-North Campus
     | 2011 | Seattle Community College-North Campus
     | 2012 | Seattle Community College-North Campus
   0 | 2006 | Seattle Community College-South Campus
   0 | 2007 | Seattle Community College-South Campus
   0 | 2008 | Seattle Community College-South Campus
   0 | 2009 | Seattle Community College-South Campus
   0 | 2010 | Seattle Community College-South Campus
   0 | 2011 | Seattle Community College-South Campus
   0 | 2012 | Seattle Community College-South Campus
     | 2006 | Seattle Institute of Oriental Medicine
   0 | 2007 | Seattle Institute of Oriental Medicine
   0 | 2008 | Seattle Institute of Oriental Medicine
   0 | 2009 | Seattle Institute of Oriental Medicine
   0 | 2010 | Seattle Institute of Oriental Medicine
   0 | 2011 | Seattle Institute of Oriental Medicine
     | 2012 | Seattle Institute of Oriental Medicine
     | 2006 | Seattle Midwifery School
     | 2007 | Seattle Midwifery School
     | 2008 | Seattle Midwifery School
     | 2009 | Seattle Midwifery School
     | 2006 | Seattle Pacific University
     | 2007 | Seattle Pacific University
     | 2008 | Seattle Pacific University
   0 | 2009 | Seattle Pacific University
   1 | 2010 | Seattle Pacific University
   0 | 2011 | Seattle Pacific University
   0 | 2012 | Seattle Pacific University
     | 2006 | Seattle University
     | 2007 | Seattle University
     | 2008 | Seattle University
   0 | 2009 | Seattle University
   0 | 2010 | Seattle University
   1 | 2011 | Seattle University
     | 2012 | Seattle University
     | 2006 | Seattle Vocational Institute
     | 2007 | Seattle Vocational Institute
     | 2008 | Seattle Vocational Institute
     | 2009 | Seattle Vocational Institute
     | 2010 | Seattle Vocational Institute
     | 2011 | Seattle Vocational Institute
     | 2012 | Seattle Vocational Institute
     | 2006 | Sebring Career Schools
     | 2007 | Sebring Career Schools
     | 2008 | Sebring Career Schools
     | 2009 | Sebring Career Schools
     | 2010 | Sebring Career Schools-Houston
     | 2011 | Sebring Career Schools-Houston
     | 2012 | Sebring Career Schools-Houston
     | 2010 | Sebring Career Schools-Huntsville
     | 2011 | Sebring Career Schools-Huntsville
     | 2012 | Sebring Career Schools-Huntsville
     | 2006 | Seguin Beauty School
     | 2007 | Seguin Beauty School
     | 2008 | Seguin Beauty School
     | 2009 | Seguin Beauty School
     | 2010 | Seguin Beauty School-New Braunfels
     | 2011 | Seguin Beauty School-New Braunfels
     | 2012 | Seguin Beauty School-New Braunfels
     | 2010 | Seguin Beauty School-Seguin
     | 2011 | Seguin Beauty School-Seguin
     | 2012 | Seguin Beauty School-Seguin
   0 | 2008 | Selma University
     | 2009 | Selma University
     | 2010 | Selma University
     | 2011 | Selma University
   0 | 2012 | Selma University
     | 2006 | Seminar L'moros Bais Yaakov
     | 2007 | Seminar L'moros Bais Yaakov
     | 2008 | Seminar L'moros Bais Yaakov
     | 2009 | Seminar L'moros Bais Yaakov
     | 2010 | Seminar L'moros Bais Yaakov
     | 2011 | Seminar L'moros Bais Yaakov
     | 2012 | Seminar L'moros Bais Yaakov
     | 2006 | Seminario Evangelico de Puerto Rico
     | 2007 | Seminario Evangelico de Puerto Rico
     | 2008 | Seminario Evangelico de Puerto Rico
     | 2009 | Seminario Evangelico de Puerto Rico
     | 2010 | Seminario Evangelico de Puerto Rico
     | 2011 | Seminario Evangelico de Puerto Rico
     | 2012 | Seminario Evangelico de Puerto Rico
     | 2006 | Seminary of the Immaculate Conception
     | 2007 | Seminary of the Immaculate Conception
     | 2006 | Seminole Community College
     | 2007 | Seminole Community College
     | 2008 | Seminole Community College
     | 2009 | Seminole Community College
   0 | 2006 | Seminole State College
   0 | 2007 | Seminole State College
   0 | 2008 | Seminole State College
   1 | 2009 | Seminole State College
   0 | 2010 | Seminole State College
   1 | 2011 | Seminole State College
   0 | 2012 | Seminole State College
     | 2010 | Seminole State College of Florida
     | 2011 | Seminole State College of Florida
     | 2012 | Seminole State College of Florida
     | 2006 | Semo Hairstyling Academy
     | 2007 | Semo Hairstyling Academy
     | 2010 | Sentara College of Health Sciences
     | 2011 | Sentara College of Health Sciences
     | 2012 | Sentara College of Health Sciences
     | 2006 | Sentara School of Health Professions
     | 2007 | Sentara School of Health Professions
     | 2008 | Sentara School of Health Professions
     | 2009 | Sentara School of Health Professions
     | 2006 | Serbias Technical College
     | 2007 | Serbias Technical College
     | 2008 | Serbias Technical College
     | 2009 | Serbias Technical College
     | 2010 | Serbias Technical College
     | 2011 | Serbias Technical College
     | 2012 | Serbias Technical College
   4 | 2006 | Seton Hall University
   2 | 2007 | Seton Hall University
   6 | 2008 | Seton Hall University
   1 | 2009 | Seton Hall University
   4 | 2010 | Seton Hall University
   3 | 2011 | Seton Hall University
   3 | 2012 | Seton Hall University
   0 | 2006 | Seton Hill University
   0 | 2007 | Seton Hill University
   2 | 2008 | Seton Hill University
   0 | 2009 | Seton Hill University
   0 | 2010 | Seton Hill University
   3 | 2011 | Seton Hill University
   0 | 2012 | Seton Hill University
   2 | 2010 | Sewanee-The University of the South
   3 | 2011 | Sewanee-The University of the South
   4 | 2012 | Sewanee-The University of the South
   4 | 2006 | Sewanee:  The University of the South
   3 | 2007 | Sewanee:  The University of the South
   1 | 2008 | Sewanee:  The University of the South
   1 | 2009 | Sewanee:  The University of the South
     | 2006 | Seward County Community College
     | 2007 | Seward County Community College
     | 2008 | Seward County Community College and Area Technical School
   0 | 2009 | Seward County Community College and Area Technical School
   1 | 2010 | Seward County Community College and Area Technical School
   1 | 2011 | Seward County Community College and Area Technical School
   1 | 2012 | Seward County Community College and Area Technical School
   0 | 2006 | Sewickley Valley Hospital School of Nursing
   0 | 2007 | Sewickley Valley Hospital School of Nursing
     | 2010 | Seymour Beauty Academy
     | 2011 | Seymour Beauty Academy
     | 2012 | Seymour Beauty Academy
     | 2006 | Sh'or Yoshuv Rabbinical College
     | 2007 | Sh'or Yoshuv Rabbinical College
     | 2008 | Sh'or Yoshuv Rabbinical College
     | 2009 | Sh'or Yoshuv Rabbinical College
     | 2010 | Sh'or Yoshuv Rabbinical College
     | 2011 | Sh'or Yoshuv Rabbinical College
     | 2012 | Sh'or Yoshuv Rabbinical College
   0 | 2006 | Sharon Regional Health System School of Nursing
   0 | 2007 | Sharon Regional Health System School of Nursing
   2 | 2008 | Sharon Regional Health System School of Nursing
   1 | 2009 | Sharon Regional Health System School of Nursing
   0 | 2010 | Sharon Regional Health System School of Nursing
   2 | 2011 | Sharon Regional Health System School of Nursing
   2 | 2012 | Sharon Regional Health System School of Nursing
     | 2006 | Sharps Academy of Hair Styling
     | 2007 | Sharps Academy of Hair Styling
     | 2008 | Sharps Academy of Hair Styling
     | 2009 | Sharps Academy of Hair Styling
     | 2010 | Sharps Academy of Hair Styling
     | 2011 | Sharps Academy of Hair Styling
     | 2012 | Sharps Academy of Hair Styling
     | 2006 | Shasta Bible College and Graduate School
     | 2007 | Shasta Bible College and Graduate School
     | 2008 | Shasta Bible College and Graduate School
     | 2009 | Shasta Bible College and Graduate School
     | 2010 | Shasta Bible College and Graduate School
     | 2011 | Shasta Bible College and Graduate School
     | 2012 | Shasta Bible College and Graduate School
   0 | 2006 | Shasta College
   1 | 2007 | Shasta College
   0 | 2008 | Shasta College
     | 2009 | Shasta College
     | 2010 | Shasta College
   4 | 2011 | Shasta College
   3 | 2012 | Shasta College
     | 2008 | Shasta School of Cosmetology
     | 2009 | Shasta School of Cosmetology
     | 2010 | Shasta School of Cosmetology
   0 | 2011 | Shasta School of Cosmetology
     | 2012 | Shasta School of Cosmetology
   0 | 2006 | Shaw University
   4 | 2007 | Shaw University
   0 | 2008 | Shaw University
   0 | 2009 | Shaw University
   0 | 2010 | Shaw University
   0 | 2011 | Shaw University
   2 | 2012 | Shaw University
     | 2006 | Shawnee Beauty College
     | 2007 | Shawnee Beauty College
     | 2008 | Shawnee Beauty College
     | 2009 | Shawnee Beauty College
     | 2010 | Shawnee Beauty College
     | 2011 | Shawnee Beauty College
     | 2012 | Shawnee Beauty College
   0 | 2006 | Shawnee Community College
   0 | 2007 | Shawnee Community College
     | 2008 | Shawnee Community College
   0 | 2009 | Shawnee Community College
     | 2010 | Shawnee Community College
     | 2011 | Shawnee Community College
     | 2012 | Shawnee Community College
   2 | 2006 | Shawnee State University
   0 | 2007 | Shawnee State University
   0 | 2008 | Shawnee State University
   1 | 2009 | Shawnee State University
     | 2010 | Shawnee State University
   2 | 2011 | Shawnee State University
     | 2012 | Shawnee State University
     | 2006 | Shawsheen Valley Regional Vocational Technical School
     | 2007 | Shawsheen Valley Regional Vocational Technical School
     | 2008 | Shawsheen Valley Regional Vocational Technical School
     | 2009 | Shawsheen Valley Regional Vocational Technical School
     | 2010 | Shawsheen Valley Regional Vocational Technical School
     | 2011 | Shawsheen Valley Regional Vocational Technical School
     | 2012 | Shawsheen Valley Regional Vocational Technical School
     | 2006 | Shear Academy
     | 2007 | Shear Academy
     | 2008 | Shear Academy
     | 2009 | Shear Academy
     | 2010 | Shear Academy
     | 2011 | Shear Academy
     | 2012 | Shear Academy
     | 2006 | Shear Ego International School of Hair Design
     | 2007 | Shear Ego International School of Hair Design
     | 2008 | Shear Ego International School of Hair Design
     | 2009 | Shear Ego International School of Hair Design
     | 2010 | Shear Ego International School of Hair Design
     | 2011 | Shear Ego International School of Hair Design
     | 2012 | Shear Ego International School of Hair Design
     | 2010 | Shear Excellence Hair Academy
     | 2011 | Shear Excellence Hair Academy
     | 2012 | Shear Excellence Hair Academy
     | 2008 | Shear Excellence International Hair Academy
     | 2009 | Shear Excellence International Hair Academy
     | 2010 | Shear Learning Academy of Cosmetology
     | 2011 | Shear Learning Academy of Cosmetology
     | 2012 | Shear Learning Academy of Cosmetology
     | 2006 | Shelton State Community College
     | 2007 | Shelton State Community College
     | 2008 | Shelton State Community College
     | 2009 | Shelton State Community College
   0 | 2010 | Shelton State Community College
     | 2011 | Shelton State Community College
     | 2012 | Shelton State Community College
   0 | 2006 | Shenandoah University
   1 | 2007 | Shenandoah University
   0 | 2008 | Shenandoah University
   0 | 2009 | Shenandoah University
   1 | 2010 | Shenandoah University
   1 | 2011 | Shenandoah University
     | 2012 | Shenandoah University
   3 | 2006 | Shepherd University
     | 2007 | Shepherd University
     | 2008 | Shepherd University
     | 2009 | Shepherd University
   9 | 2010 | Shepherd University
     | 2011 | Shepherd University
   9 | 2012 | Shepherd University
     | 2010 | Shepherds Theological Seminary
     | 2011 | Shepherds Theological Seminary
     | 2012 | Shepherds Theological Seminary
     | 2006 | Sheridan College
     | 2007 | Sheridan College
   1 | 2008 | Sheridan College
     | 2009 | Sheridan College
   0 | 2010 | Sheridan College
   0 | 2011 | Sheridan College
   1 | 2012 | Sheridan College
     | 2006 | Sheridan Technical Center
     | 2007 | Sheridan Technical Center
     | 2008 | Sheridan Technical Center
     | 2009 | Sheridan Technical Center
     | 2010 | Sheridan Technical Center
     | 2011 | Sheridan Technical Center
     | 2012 | Sheridan Technical Center
     | 2006 | Sherman College of Straight Chiropractic
     | 2007 | Sherman College of Straight Chiropractic
     | 2008 | Sherman College of Straight Chiropractic
     | 2009 | Sherman College of Straight Chiropractic
     | 2010 | Sherman College of Straight Chiropractic
     | 2011 | Sherman College of Straight Chiropractic
     | 2012 | Sherman College of Straight Chiropractic
     | 2006 | Sherman Kendall's Academy-Sugarhouse
     | 2007 | Sherman Kendall's Academy-Sugarhouse
     | 2008 | Sherman Kendall's Academy-Sugarhouse
     | 2009 | Sherman Kendall's Academy-Sugarhouse
     | 2010 | Sherman Kendall's Academy-Sugarhouse
     | 2011 | Sherman Kendall's Academy-Sugarhouse
     | 2012 | Sherman Kendall's Academy-Sugarhouse
     | 2006 | Sherman Kendalls Academy of Beauty Arts & Sciences
     | 2007 | Sherman Kendalls Academy of Beauty Arts & Sciences
     | 2008 | Sherman Kendalls Academy of Beauty Arts & Sciences
     | 2009 | Sherman Kendalls Academy of Beauty Arts & Sciences
     | 2010 | Sherman Kendalls Academy of Beauty Arts & Sciences
     | 2011 | Sherman Kendalls Academy of Beauty Arts & Sciences
     | 2012 | Sherman Kendalls Academy of Beauty Arts & Sciences
     | 2006 | Shimer College
     | 2007 | Shimer College
     | 2008 | Shimer College
     | 2009 | Shimer College
     | 2010 | Shimer College
     | 2011 | Shimer College
     | 2012 | Shimer College
   8 | 2006 | Shippensburg University of Pennsylvania
   4 | 2007 | Shippensburg University of Pennsylvania
   5 | 2008 | Shippensburg University of Pennsylvania
   1 | 2009 | Shippensburg University of Pennsylvania
   8 | 2010 | Shippensburg University of Pennsylvania
   2 | 2011 | Shippensburg University of Pennsylvania
   5 | 2012 | Shippensburg University of Pennsylvania
     | 2006 | Shore Beauty School
     | 2007 | Shore Beauty School
   0 | 2006 | Shoreline Community College
   0 | 2007 | Shoreline Community College
   0 | 2008 | Shoreline Community College
   0 | 2009 | Shoreline Community College
   0 | 2010 | Shoreline Community College
   0 | 2011 | Shoreline Community College
   0 | 2012 | Shoreline Community College
   0 | 2006 | Shorter College
   0 | 2007 | Shorter College
   0 | 2008 | Shorter College
   0 | 2009 | Shorter College
     | 2008 | Shorter College-Professional Studies
     | 2009 | Shorter College-Professional Studies
   0 | 2010 | Shorter University
     | 2011 | Shorter University
     | 2012 | Shorter University
   0 | 2010 | Shorter University-College of Adult & Professional Programs
     | 2011 | Shorter University-College of Adult & Professional Programs
     | 2012 | Shorter University-College of Adult & Professional Programs
     | 2006 | Sidneys Hair Dressing College
     | 2007 | Sidneys Hair Dressing College
     | 2008 | Sidneys Hair Dressing College
     | 2009 | Sidneys Hair Dressing College
     | 2010 | Sidneys Hair Dressing College
     | 2011 | Sidneys Hair Dressing College
     | 2012 | Sidneys Hair Dressing College
   2 | 2006 | Siena College
   1 | 2007 | Siena College
   4 | 2008 | Siena College
     | 2009 | Siena College
   3 | 2010 | Siena College
  10 | 2011 | Siena College
   7 | 2012 | Siena College
     | 2006 | Siena Heights University
     | 2007 | Siena Heights University
     | 2008 | Siena Heights University
     | 2009 | Siena Heights University
     | 2010 | Siena Heights University
     | 2011 | Siena Heights University
     | 2012 | Siena Heights University
     | 2006 | Sierra College
     | 2007 | Sierra College
     | 2008 | Sierra College
   1 | 2009 | Sierra College
     | 2010 | Sierra College
   0 | 2011 | Sierra College
   4 | 2012 | Sierra College
     | 2006 | Sierra College of Beauty
     | 2007 | Sierra College of Beauty
     | 2008 | Sierra College of Beauty
     | 2009 | Sierra College of Beauty
     | 2010 | Sierra College of Beauty
     | 2011 | Sierra College of Beauty
     | 2012 | Sierra College of Beauty
     | 2006 | Sierra Nevada College
     | 2007 | Sierra Nevada College
   0 | 2008 | Sierra Nevada College
     | 2009 | Sierra Nevada College
     | 2010 | Sierra Nevada College
     | 2011 | Sierra Nevada College
   2 | 2012 | Sierra Nevada College
     | 2006 | Sierra Valley Business College
     | 2007 | Sierra Valley Business College
     | 2008 | Sierra Valley Business College
     | 2009 | Sierra Valley Business College
     | 2010 | Sierra Valley College of Court Reporting
     | 2011 | Sierra Valley College of Court Reporting
     | 2012 | Sierra Valley College of Court Reporting
     | 2008 | Signature Healthcare Brockton Hospital School of Nursing
     | 2009 | Signature Healthcare Brockton Hospital School of Nursing
     | 2010 | Signature Healthcare Brockton Hospital School of Nursing
   0 | 2011 | Signature Healthcare Brockton Hospital School of Nursing
   0 | 2012 | Signature Healthcare Brockton Hospital School of Nursing
   0 | 2006 | Sikeston Career and Technology Center
   0 | 2007 | Sikeston Career and Technology Center
     | 2008 | Sikeston Career and Technology Center
     | 2009 | Sikeston Career and Technology Center
     | 2010 | Sikeston Career and Technology Center
     | 2011 | Sikeston Career and Technology Center
   0 | 2012 | Sikeston Career and Technology Center
     | 2006 | Silicon Valley University
     | 2007 | Silicon Valley University
     | 2006 | Silver Lake College
     | 2007 | Silver Lake College
     | 2008 | Silver Lake College
     | 2009 | Silver Lake College
     | 2010 | Silver Lake College of the Holy Family
     | 2011 | Silver Lake College of the Holy Family
     | 2012 | Silver Lake College of the Holy Family
   0 | 2006 | Simmons College
   0 | 2007 | Simmons College
   0 | 2008 | Simmons College
   0 | 2009 | Simmons College
     | 2010 | Simmons College
     | 2011 | Simmons College
     | 2012 | Simmons College
     | 2010 | Simmons College of Kentucky
     | 2011 | Simmons College of Kentucky
     | 2012 | Simmons College of Kentucky
     | 2006 | Simmons Institute of Funeral Service Inc
     | 2007 | Simmons Institute of Funeral Service Inc
     | 2008 | Simmons Institute of Funeral Service Inc
     | 2009 | Simmons Institute of Funeral Service Inc
     | 2010 | Simmons Institute of Funeral Service Inc
     | 2011 | Simmons Institute of Funeral Service Inc
     | 2012 | Simmons Institute of Funeral Service Inc
   3 | 2006 | Simpson College
   1 | 2007 | Simpson College
   1 | 2008 | Simpson College
   2 | 2009 | Simpson College
   4 | 2010 | Simpson College
   0 | 2011 | Simpson College
   3 | 2012 | Simpson College
   0 | 2006 | Simpson University
   0 | 2007 | Simpson University
   0 | 2008 | Simpson University
   0 | 2009 | Simpson University
   0 | 2010 | Simpson University
   0 | 2011 | Simpson University
   0 | 2012 | Simpson University
   0 | 2006 | Sinclair Community College
   0 | 2007 | Sinclair Community College
   3 | 2008 | Sinclair Community College
   1 | 2009 | Sinclair Community College
   0 | 2010 | Sinclair Community College
   0 | 2011 | Sinclair Community College
   0 | 2012 | Sinclair Community College
     | 2006 | Sinte Gleska University
     | 2007 | Sinte Gleska University
     | 2008 | Sinte Gleska University
     | 2009 | Sinte Gleska University
     | 2010 | Sinte Gleska University
     | 2011 | Sinte Gleska University
     | 2012 | Sinte Gleska University
   0 | 2006 | Sioux Falls Seminary
   0 | 2007 | Sioux Falls Seminary
     | 2008 | Sioux Falls Seminary
   0 | 2009 | Sioux Falls Seminary
     | 2010 | Sioux Falls Seminary
     | 2011 | Sioux Falls Seminary
     | 2012 | Sioux Falls Seminary
   0 | 2006 | Sisseton Wahpeton College
   0 | 2007 | Sisseton Wahpeton College
   0 | 2008 | Sisseton Wahpeton College
     | 2009 | Sisseton Wahpeton College
     | 2010 | Sisseton Wahpeton College
     | 2011 | Sisseton Wahpeton College
     | 2012 | Sisseton Wahpeton College
     | 2006 | Sitting Bull College
     | 2007 | Sitting Bull College
     | 2008 | Sitting Bull College
     | 2009 | Sitting Bull College
     | 2010 | Sitting Bull College
     | 2011 | Sitting Bull College
     | 2012 | Sitting Bull College
   0 | 2006 | Skagit Valley College
   0 | 2007 | Skagit Valley College
   0 | 2008 | Skagit Valley College
     | 2009 | Skagit Valley College
     | 2010 | Skagit Valley College
   0 | 2011 | Skagit Valley College
